Activity_ID,Ticket_Number,Activity_Timestamp,Activity_Type,Owner_Group,Reassignment_Flag
ACT000000328,CHG0000003447,2021-03-29 06:00:00,Assigned to Support,L3 Support,No
ACT000000329,CHG0000003447,2021-03-29 15:00:00,Assigned to Support,App Team,No
ACT000000330,CHG0000003447,2021-03-30 07:00:00,Waiting for User,Network Team,No
ACT000000331,CHG0000003447,2021-03-31 01:00:00,Ticket Created,App Team,No
ACT000000332,CHG0000003447,2021-03-31 23:00:00,Assigned to Support,L3 Support,Yes
ACT000000333,REQ0000003475,2021-03-06 05:00:00,Assigned to Support,L2 Support,No
ACT000000334,REQ0000003475,2021-03-06 14:00:00,Waiting for Vendor,L3 Support,No
ACT000000335,REQ0000003475,2021-03-07 02:00:00,Assigned to Support,Network Team,Yes
ACT000000336,CHG0000003477,2021-03-18 18:00:00,Closed,L3 Support,No
ACT000000337,CHG0000003477,2021-03-18 23:00:00,Work In Progress,L3 Support,No
ACT000000338,CHG0000003477,2021-03-19 09:00:00,Ticket Created,Vendor,No
ACT000000339,CHG0000003477,2021-03-19 14:00:00,Work In Progress,Vendor,No
ACT000000340,CHG0000003534,2021-03-02 04:00:00,Waiting for User,L3 Support,No
ACT000000341,CHG0000003534,2021-03-02 22:00:00,Reopened,L1 Support,No
ACT000000342,CHG0000003534,2021-03-02 23:00:00,Assigned to Support,L3 Support,No
ACT000000343,CHG0000003534,2021-03-03 11:00:00,Work In Progress,Network Team,Yes
ACT000000344,CHG0000003534,2021-03-03 23:00:00,Work In Progress,App Team,No
ACT000000345,INC0000003607,2021-03-04 12:00:00,Work In Progress,Vendor,No
ACT000000346,INC0000003607,2021-03-05 10:00:00,Assigned to Support,App Team,No
ACT000000347,INC0000003607,2021-03-06 04:00:00,Waiting for Vendor,L1 Support,No
ACT000000348,INC0000003607,2021-03-06 23:00:00,Resolved,L2 Support,No
ACT000000349,INC0000003686,2021-03-24 05:00:00,Assigned to Support,L1 Support,No
ACT000000350,INC0000003686,2021-03-25 00:00:00,Closed,L1 Support,No
ACT000000351,INC0000003686,2021-03-25 18:00:00,Waiting for User,Vendor,No
ACT000000352,INC0000003686,2021-03-26 03:00:00,Work In Progress,L1 Support,No
ACT000000353,CHG0000003769,2021-03-09 02:00:00,Work In Progress,L2 Support,No
ACT000000354,CHG0000003769,2021-03-09 10:00:00,Ticket Created,L3 Support,No
ACT000000355,CHG0000003769,2021-03-09 16:00:00,Waiting for Vendor,App Team,No
ACT000000356,CHG0000003769,2021-03-10 06:00:00,Assigned to Support,Vendor,No
ACT000000357,PRB0000003790,2021-03-26 16:00:00,Resolved,App Team,No
ACT000000358,PRB0000003790,2021-03-26 18:00:00,Assigned to Support,App Team,No
ACT000000359,PRB0000003790,2021-03-27 06:00:00,Waiting for User,L3 Support,Yes
ACT000000360,REQ0000003829,2021-03-19 21:00:00,Closed,L1 Support,No
ACT000000361,REQ0000003829,2021-03-20 15:00:00,Assigned to Support,L2 Support,No
ACT000000362,PRB0000003846,2021-03-16 04:00:00,Waiting for User,Network Team,No
ACT000000363,PRB0000003846,2021-03-16 06:00:00,Assigned to Support,Vendor,No
ACT000000364,INC0000004039,2021-03-21 06:00:00,Resolved,L1 Support,No
ACT000000365,INC0000004039,2021-03-21 14:00:00,Waiting for User,Vendor,No
ACT000000366,INC0000004039,2021-03-21 16:00:00,Work In Progress,App Team,No
ACT000000367,REQ0000004249,2021-03-24 03:00:00,Assigned to Support,L1 Support,No
ACT000000368,REQ0000004249,2021-03-24 09:00:00,Ticket Created,Vendor,No
ACT000000369,REQ0000004249,2021-03-24 19:00:00,Waiting for Vendor,Vendor,No
ACT000000370,REQ0000004249,2021-03-25 01:00:00,Ticket Created,Network Team,No
ACT000000371,REQ0000004249,2021-03-25 18:00:00,Work In Progress,L2 Support,Yes
ACT000000372,PRB0000004315,2021-03-18 02:00:00,Work In Progress,L1 Support,No
ACT000000373,PRB0000004315,2021-03-18 14:00:00,Work In Progress,Network Team,No
ACT000000374,PRB0000004315,2021-03-18 18:00:00,Waiting for User,L3 Support,No
ACT000000375,PRB0000004315,2021-03-19 12:00:00,Waiting for User,Vendor,No
ACT000000376,PRB0000004352,2021-03-07 00:00:00,Work In Progress,L1 Support,No
ACT000000377,PRB0000004352,2021-03-07 07:00:00,Work In Progress,L2 Support,No
ACT000000378,PRB0000004352,2021-03-07 20:00:00,Ticket Created,Network Team,No
ACT000000379,PRB0000004352,2021-03-08 04:00:00,Work In Progress,Vendor,No
ACT000000380,PRB0000004352,2021-03-09 03:00:00,Work In Progress,App Team,No
ACT000000381,PRB0000004355,2021-03-11 15:00:00,Waiting for User,Vendor,No
ACT000000382,PRB0000004355,2021-03-11 17:00:00,Work In Progress,App Team,No
ACT000000383,PRB0000004355,2021-03-11 20:00:00,Waiting for User,App Team,No
ACT000000384,PRB0000004355,2021-03-12 11:00:00,Ticket Created,L2 Support,No
ACT000000385,PRB0000004355,2021-03-13 02:00:00,Work In Progress,Vendor,No
ACT000000386,INC0000004372,2021-03-07 05:00:00,Resolved,L3 Support,No
ACT000000387,INC0000004372,2021-03-07 10:00:00,Work In Progress,L2 Support,No
ACT000000388,INC0000004372,2021-03-08 01:00:00,Ticket Created,Network Team,No
ACT000000389,INC0000004372,2021-03-08 07:00:00,Waiting for User,L2 Support,No
ACT000000390,INC0000004372,2021-03-08 23:00:00,Work In Progress,L2 Support,Yes
ACT000000391,PRB0000004377,2021-03-10 08:00:00,Work In Progress,Vendor,No
ACT000000392,PRB0000004377,2021-03-10 20:00:00,Waiting for Vendor,L3 Support,No
ACT000000393,PRB0000004377,2021-03-11 05:00:00,Resolved,L3 Support,No
ACT000000394,REQ0000004442,2021-03-03 19:00:00,Assigned to Support,Vendor,No
ACT000000395,REQ0000004442,2021-03-04 04:00:00,Resolved,L3 Support,No
ACT000000396,REQ0000004442,2021-03-04 18:00:00,Waiting for User,Network Team,No
ACT000000397,REQ0000004442,2021-03-05 16:00:00,Waiting for User,L2 Support,No
ACT000000398,REQ0000004442,2021-03-06 13:00:00,Work In Progress,App Team,Yes
ACT000000399,INC0000004444,2021-03-31 15:00:00,Ticket Created,L1 Support,No
ACT000000400,INC0000004444,2021-04-01 02:00:00,Work In Progress,Network Team,Yes
ACT000000401,INC0000004444,2021-04-01 08:00:00,Resolved,L1 Support,No
ACT000000402,PRB0000004450,2021-03-23 10:00:00,Assigned to Support,App Team,No
ACT000000403,PRB0000004450,2021-03-23 18:00:00,Assigned to Support,L3 Support,No
ACT000000404,PRB0000004450,2021-03-23 19:00:00,Ticket Created,App Team,No
ACT000000405,PRB0000004450,2021-03-24 01:00:00,Work In Progress,Vendor,No
ACT000000406,PRB0000004450,2021-03-24 12:00:00,Closed,App Team,No
ACT000000407,INC0000004529,2021-03-15 10:00:00,Waiting for Vendor,L2 Support,No
ACT000000408,INC0000004529,2021-03-15 15:00:00,Ticket Created,L3 Support,No
ACT000000409,INC0000004529,2021-03-16 13:00:00,Work In Progress,L1 Support,No
ACT000000410,INC0000004529,2021-03-16 23:00:00,Work In Progress,L1 Support,No
ACT000000411,INC0000004529,2021-03-17 06:00:00,Waiting for User,App Team,No
ACT000000412,PRB0000004691,2021-03-18 11:00:00,Resolved,App Team,No
ACT000000413,PRB0000004691,2021-03-18 12:00:00,Reopened,App Team,No
ACT000000414,PRB0000004691,2021-03-18 19:00:00,Waiting for User,Network Team,No
ACT000000415,PRB0000004691,2021-03-19 15:00:00,Assigned to Support,App Team,No
ACT000000416,REQ0000004720,2021-03-27 16:00:00,Assigned to Support,L2 Support,No
ACT000000417,REQ0000004720,2021-03-27 20:00:00,Waiting for User,L1 Support,No
ACT000000418,REQ0000004720,2021-03-28 00:00:00,Waiting for User,Vendor,No
ACT000000419,INC0000004816,2021-03-17 19:00:00,Work In Progress,App Team,No
ACT000000420,INC0000004816,2021-03-18 12:00:00,Assigned to Support,L3 Support,No
ACT000000421,PRB0000004862,2021-03-18 08:00:00,Work In Progress,App Team,No
ACT000000422,PRB0000004862,2021-03-19 00:00:00,Ticket Created,L2 Support,No
ACT000000423,PRB0000004862,2021-03-19 14:00:00,Waiting for User,L2 Support,No
ACT000000424,PRB0000004862,2021-03-19 19:00:00,Waiting for User,Network Team,No
ACT000000425,REQ0000004867,2021-03-10 04:00:00,Ticket Created,Vendor,No
ACT000000426,REQ0000004867,2021-03-10 08:00:00,Waiting for User,App Team,Yes
ACT000000427,INC0000004880,2021-03-01 18:00:00,Waiting for User,L3 Support,No
ACT000000428,INC0000004880,2021-03-02 03:00:00,Work In Progress,Network Team,No
ACT000000429,INC0000004880,2021-03-02 12:00:00,Assigned to Support,Network Team,Yes
ACT000000430,REQ0000004945,2021-03-31 13:00:00,Assigned to Support,Network Team,No
ACT000000431,REQ0000004945,2021-04-01 01:00:00,Work In Progress,L2 Support,No
ACT000000432,PRB0000004959,2021-03-27 11:00:00,Ticket Created,Network Team,No
ACT000000433,PRB0000004959,2021-03-28 08:00:00,Resolved,L2 Support,No
ACT000000434,PRB0000004959,2021-03-29 07:00:00,Waiting for User,Network Team,No
ACT000000435,PRB0000004959,2021-03-29 13:00:00,Waiting for User,L2 Support,No
ACT000000436,CHG0000005007,2021-03-19 12:00:00,Waiting for User,L3 Support,No
ACT000000437,CHG0000005007,2021-03-20 05:00:00,Work In Progress,L1 Support,No
ACT000000438,CHG0000005007,2021-03-21 03:00:00,Work In Progress,L3 Support,No
ACT000000439,CHG0000005007,2021-03-22 01:00:00,Work In Progress,App Team,No
ACT000000440,PRB0000005049,2021-03-05 06:00:00,Work In Progress,L2 Support,No
ACT000000441,PRB0000005049,2021-03-06 04:00:00,Waiting for User,L1 Support,No
ACT000000442,INC0000005061,2021-03-12 04:00:00,Assigned to Support,Vendor,No
ACT000000443,INC0000005061,2021-03-12 05:00:00,Waiting for User,Network Team,No
ACT000000444,INC0000005061,2021-03-12 15:00:00,Waiting for User,L2 Support,No
ACT000000445,INC0000005061,2021-03-13 12:00:00,Assigned to Support,L3 Support,No
ACT000000446,INC0000005061,2021-03-13 16:00:00,Waiting for Vendor,L1 Support,No
ACT000000447,PRB0000005122,2021-03-21 01:00:00,Reopened,App Team,No
ACT000000448,PRB0000005122,2021-03-21 11:00:00,Ticket Created,Vendor,No
ACT000000449,PRB0000005122,2021-03-21 15:00:00,Waiting for User,Vendor,Yes
ACT000000450,PRB0000005144,2021-03-07 10:00:00,Waiting for User,L2 Support,No
ACT000000451,PRB0000005144,2021-03-07 12:00:00,Resolved,L2 Support,No
ACT000000452,PRB0000005144,2021-03-08 05:00:00,Waiting for User,L3 Support,No
ACT000000453,INC0000005240,2021-03-22 18:00:00,Assigned to Support,Vendor,Yes
ACT000000454,INC0000005240,2021-03-22 21:00:00,Work In Progress,Vendor,Yes
ACT000000455,REQ0000005298,2021-03-13 09:00:00,Work In Progress,L3 Support,No
ACT000000456,REQ0000005298,2021-03-13 14:00:00,Work In Progress,App Team,Yes
ACT000000457,REQ0000005298,2021-03-13 22:00:00,Waiting for User,L2 Support,No
ACT000000458,REQ0000005298,2021-03-14 03:00:00,Ticket Created,L3 Support,No
ACT000000459,REQ0000005298,2021-03-14 11:00:00,Ticket Created,L3 Support,No
ACT000000460,REQ0000005353,2021-03-06 19:00:00,Waiting for User,L1 Support,No
ACT000000461,REQ0000005353,2021-03-06 23:00:00,Waiting for Vendor,L3 Support,No
ACT000000462,PRB0000005394,2021-04-01 02:00:00,Ticket Created,L3 Support,Yes
ACT000000463,PRB0000005394,2021-04-01 14:00:00,Ticket Created,Vendor,No
ACT000000464,PRB0000005394,2021-04-02 03:00:00,Assigned to Support,Vendor,No
ACT000000465,PRB0000005394,2021-04-02 09:00:00,Ticket Created,L3 Support,No
ACT000000466,PRB0000005394,2021-04-02 23:00:00,Assigned to Support,L3 Support,Yes
ACT000000467,CHG0000005426,2021-03-30 17:00:00,Assigned to Support,L3 Support,No
ACT000000468,CHG0000005426,2021-03-30 23:00:00,Assigned to Support,Network Team,No
ACT000000469,CHG0000005426,2021-03-31 01:00:00,Waiting for User,L1 Support,No
ACT000000470,REQ0000005451,2021-03-11 06:00:00,Ticket Created,Network Team,No
ACT000000471,REQ0000005451,2021-03-12 00:00:00,Reopened,L3 Support,No
ACT000000472,REQ0000005451,2021-03-12 13:00:00,Work In Progress,Network Team,No
ACT000000473,REQ0000005451,2021-03-13 00:00:00,Assigned to Support,Vendor,No
ACT000000474,REQ0000005451,2021-03-13 21:00:00,Resolved,Vendor,No
ACT000000475,PRB0000005452,2021-03-20 02:00:00,Waiting for User,Network Team,No
ACT000000476,PRB0000005452,2021-03-20 07:00:00,Work In Progress,L1 Support,No
ACT000000477,REQ0000005457,2021-03-12 12:00:00,Waiting for Vendor,L1 Support,No
ACT000000478,REQ0000005457,2021-03-13 02:00:00,Waiting for Vendor,L1 Support,Yes
ACT000000479,REQ0000005457,2021-03-13 12:00:00,Waiting for Vendor,L1 Support,No
ACT000000480,INC0000005494,2021-03-09 11:00:00,Work In Progress,Network Team,No
ACT000000481,INC0000005494,2021-03-09 21:00:00,Work In Progress,L2 Support,No
ACT000000482,PRB0000005505,2021-03-04 15:00:00,Reopened,L2 Support,No
ACT000000483,PRB0000005505,2021-03-04 20:00:00,Assigned to Support,L1 Support,No
ACT000000484,PRB0000005505,2021-03-05 12:00:00,Work In Progress,L1 Support,No
ACT000000485,PRB0000005561,2021-03-14 04:00:00,Resolved,App Team,No
ACT000000486,PRB0000005561,2021-03-15 03:00:00,Waiting for Vendor,Vendor,No
ACT000000487,REQ0000005640,2021-03-13 00:00:00,Ticket Created,Vendor,Yes
ACT000000488,REQ0000005640,2021-03-13 19:00:00,Waiting for Vendor,L2 Support,Yes
ACT000000489,PRB0000005654,2021-03-21 20:00:00,Assigned to Support,L2 Support,Yes
ACT000000490,PRB0000005654,2021-03-22 07:00:00,Resolved,Network Team,No
ACT000000491,PRB0000005668,2021-03-28 08:00:00,Work In Progress,App Team,No
ACT000000492,PRB0000005668,2021-03-28 10:00:00,Assigned to Support,Vendor,No
ACT000000493,INC0000005765,2021-03-14 06:00:00,Waiting for User,Network Team,No
ACT000000494,INC0000005765,2021-03-14 23:00:00,Assigned to Support,L2 Support,No
ACT000000495,INC0000005765,2021-03-15 17:00:00,Waiting for User,Network Team,No
ACT000000496,REQ0000005855,2021-03-09 21:00:00,Ticket Created,App Team,No
ACT000000497,REQ0000005855,2021-03-10 03:00:00,Work In Progress,Vendor,No
ACT000000498,REQ0000005855,2021-03-10 21:00:00,Assigned to Support,Vendor,Yes
ACT000000499,REQ0000005855,2021-03-11 15:00:00,Work In Progress,Network Team,Yes
ACT000000500,REQ0000005855,2021-03-12 08:00:00,Waiting for User,Network Team,No
ACT000000501,REQ0000005885,2021-03-21 16:00:00,Waiting for User,Vendor,No
ACT000000502,REQ0000005885,2021-03-22 07:00:00,Waiting for User,Vendor,No
ACT000000503,REQ0000005885,2021-03-22 20:00:00,Ticket Created,L2 Support,No
ACT000000504,PRB0000005935,2021-03-11 17:00:00,Ticket Created,App Team,No
ACT000000505,PRB0000005935,2021-03-11 22:00:00,Ticket Created,L3 Support,No
ACT000000506,CHG0000005964,2021-03-31 18:00:00,Ticket Created,App Team,No
ACT000000507,CHG0000005964,2021-03-31 23:00:00,Resolved,App Team,No
ACT000000508,CHG0000005964,2021-04-01 01:00:00,Assigned to Support,Network Team,No
ACT000000509,CHG0000005964,2021-04-01 10:00:00,Assigned to Support,Vendor,No
ACT000000510,CHG0000005964,2021-04-01 12:00:00,Waiting for Vendor,L2 Support,No
ACT000000511,INC0000005980,2021-03-20 05:00:00,Assigned to Support,L2 Support,No
ACT000000512,INC0000005980,2021-03-21 00:00:00,Assigned to Support,L3 Support,No
ACT000000513,INC0000005980,2021-03-21 03:00:00,Resolved,L3 Support,No
ACT000000514,INC0000005980,2021-03-22 01:00:00,Assigned to Support,App Team,No
ACT000000515,INC0000005980,2021-03-23 00:00:00,Work In Progress,Vendor,No
ACT000000516,PRB0000005988,2021-03-31 02:00:00,Assigned to Support,L1 Support,Yes
ACT000000517,PRB0000005988,2021-03-31 11:00:00,Ticket Created,L1 Support,No
ACT000000518,PRB0000005988,2021-03-31 15:00:00,Ticket Created,L1 Support,No
ACT000000519,REQ0000006025,2021-03-25 16:00:00,Waiting for User,App Team,No
ACT000000520,REQ0000006025,2021-03-25 18:00:00,Work In Progress,L3 Support,No
ACT000000521,REQ0000006025,2021-03-26 04:00:00,Ticket Created,L2 Support,Yes
ACT000000522,REQ0000006025,2021-03-26 19:00:00,Waiting for Vendor,Vendor,No
ACT000000523,INC0000006204,2021-03-27 08:00:00,Closed,Vendor,No
ACT000000524,INC0000006204,2021-03-27 17:00:00,Work In Progress,Vendor,No
ACT000000525,INC0000006204,2021-03-28 09:00:00,Work In Progress,Vendor,No
ACT000000526,INC0000006204,2021-03-28 21:00:00,Reopened,L2 Support,No
ACT000000527,INC0000006204,2021-03-29 07:00:00,Waiting for Vendor,L1 Support,No
ACT000000528,REQ0000006250,2021-03-04 04:00:00,Ticket Created,L3 Support,No
ACT000000529,REQ0000006250,2021-03-04 23:00:00,Work In Progress,L1 Support,No
ACT000000530,REQ0000006298,2021-03-25 12:00:00,Ticket Created,L1 Support,No
ACT000000531,REQ0000006298,2021-03-25 17:00:00,Assigned to Support,Vendor,No
ACT000000532,REQ0000006298,2021-03-26 15:00:00,Work In Progress,Network Team,No
ACT000000533,PRB0000006308,2021-03-11 16:00:00,Waiting for Vendor,L2 Support,No
ACT000000534,PRB0000006308,2021-03-12 08:00:00,Resolved,Vendor,No
ACT000000535,PRB0000006308,2021-03-13 06:00:00,Work In Progress,L2 Support,No
ACT000000536,PRB0000006308,2021-03-13 15:00:00,Work In Progress,Network Team,No
ACT000000537,REQ0000006356,2021-03-18 16:00:00,Assigned to Support,L2 Support,No
ACT000000538,REQ0000006356,2021-03-18 20:00:00,Work In Progress,L1 Support,No
ACT000000539,PRB0000006396,2021-03-13 02:00:00,Work In Progress,L1 Support,Yes
ACT000000540,PRB0000006396,2021-03-13 11:00:00,Resolved,L3 Support,No
ACT000000541,PRB0000006396,2021-03-13 17:00:00,Closed,App Team,Yes
ACT000000542,PRB0000006396,2021-03-14 04:00:00,Ticket Created,L2 Support,No
ACT000000543,PRB0000006396,2021-03-15 01:00:00,Waiting for Vendor,L1 Support,No
ACT000000544,REQ0000006483,2021-03-24 14:00:00,Waiting for User,Vendor,No
ACT000000545,REQ0000006483,2021-03-24 22:00:00,Waiting for Vendor,Vendor,No
ACT000000546,REQ0000006483,2021-03-25 06:00:00,Assigned to Support,Vendor,No
ACT000000547,CHG0000006586,2021-03-25 00:00:00,Work In Progress,Network Team,No
ACT000000548,CHG0000006586,2021-03-25 22:00:00,Closed,Vendor,No
ACT000000549,CHG0000006586,2021-03-26 13:00:00,Ticket Created,Network Team,No
ACT000000550,CHG0000006586,2021-03-26 14:00:00,Waiting for User,L1 Support,No
ACT000000551,CHG0000006662,2021-03-12 09:00:00,Ticket Created,L2 Support,No
ACT000000552,CHG0000006662,2021-03-13 06:00:00,Work In Progress,L1 Support,No
ACT000000553,CHG0000006662,2021-03-14 01:00:00,Ticket Created,App Team,No
ACT000000554,CHG0000006662,2021-03-14 15:00:00,Assigned to Support,L3 Support,Yes
ACT000000555,CHG0000006662,2021-03-15 00:00:00,Waiting for User,Network Team,No
ACT000000556,CHG0000006664,2021-03-30 11:00:00,Ticket Created,L1 Support,No
ACT000000557,CHG0000006664,2021-03-31 08:00:00,Assigned to Support,App Team,No
ACT000000558,CHG0000006664,2021-04-01 04:00:00,Work In Progress,L2 Support,No
ACT000000559,CHG0000006664,2021-04-01 06:00:00,Closed,Network Team,No
ACT000000560,CHG0000006664,2021-04-02 04:00:00,Assigned to Support,Network Team,No
ACT000000561,PRB0000006719,2021-03-16 01:00:00,Resolved,Network Team,No
ACT000000562,PRB0000006719,2021-03-16 05:00:00,Assigned to Support,L3 Support,No
ACT000000563,PRB0000006719,2021-03-16 23:00:00,Work In Progress,L3 Support,No
ACT000000564,PRB0000006719,2021-03-17 15:00:00,Assigned to Support,Vendor,No
ACT000000565,REQ0000006762,2021-03-01 18:00:00,Work In Progress,L3 Support,No
ACT000000566,REQ0000006762,2021-03-02 03:00:00,Assigned to Support,Vendor,Yes
ACT000000567,REQ0000006762,2021-03-02 12:00:00,Assigned to Support,App Team,No
ACT000000568,REQ0000006762,2021-03-02 19:00:00,Ticket Created,App Team,No
ACT000000569,CHG0000006807,2021-03-10 06:00:00,Resolved,App Team,No
ACT000000570,CHG0000006807,2021-03-10 11:00:00,Closed,App Team,No
ACT000000571,CHG0000006807,2021-03-10 22:00:00,Assigned to Support,L3 Support,No
ACT000000572,CHG0000006807,2021-03-11 08:00:00,Assigned to Support,Network Team,No
ACT000000573,CHG0000006814,2021-03-26 07:00:00,Waiting for User,Network Team,No
ACT000000574,CHG0000006814,2021-03-27 00:00:00,Assigned to Support,L1 Support,No
ACT000000575,CHG0000006814,2021-03-27 10:00:00,Assigned to Support,L2 Support,No
ACT000000576,CHG0000006814,2021-03-27 17:00:00,Work In Progress,Network Team,No
ACT000000577,CHG0000006814,2021-03-28 02:00:00,Ticket Created,L3 Support,No
ACT000000578,REQ0000006860,2021-03-06 16:00:00,Waiting for User,Network Team,No
ACT000000579,REQ0000006860,2021-03-06 20:00:00,Ticket Created,Network Team,No
ACT000000580,INC0000006864,2021-03-24 01:00:00,Ticket Created,Network Team,No
ACT000000581,INC0000006864,2021-03-24 12:00:00,Assigned to Support,Network Team,No
ACT000000582,INC0000006864,2021-03-24 22:00:00,Work In Progress,App Team,No
ACT000000583,INC0000006864,2021-03-25 00:00:00,Resolved,L3 Support,No
ACT000000584,PRB0000006978,2021-03-02 22:00:00,Waiting for User,L1 Support,No
ACT000000585,PRB0000006978,2021-03-03 07:00:00,Assigned to Support,App Team,No
ACT000000586,PRB0000006978,2021-03-03 13:00:00,Assigned to Support,L3 Support,No
